,text,label,label_name
11246,i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds,0,sadness
11247,ive spent a while with i still cant make good conversation with and feel awkward around,0,sadness
11248,i feel that thursday was the important first step that is needed towards helping e get better with her eating,1,joy
11249,i feel this ad does i m not impressed,5,surprise
11250,i feel that im as curious as when i was a child,5,surprise
11251,i was feeling paranoid as fuck thinking people would be out looking for me,4,fear
11252,i feel tortured with tiredness everyday,4,fear
11253,i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,3,anger
11254,i feel so thankful to have been able to be apart of the one in the bay area,1,joy
11255,i love the way i just look into her eyes and feel assured,1,joy
11256,i have realized from this past week is that it is ok to feel heartbroken,0,sadness
11257,i have been too worried about money and the state of our industry ok and a little surgery to engage in such trips lately but for some hard to determine reason i am feeling a little more relaxed,1,joy
11258,i think i could manage one team in jacksonville without feeling too dirty,0,sadness
11259,i feel defective for not wanting what makes me a woman,0,sadness
11260,i ended up asking my seminar professor is it completely normal to have these alternating periods of intense paranoia at my own inadequacies and at times feeling completely self assured and annoyingly pompous and accomplished,1,joy
11261,i actually feel really horribly vain posting this but im kinda curious,0,sadness
11262,i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story,1,joy
11263,i just feel distressed i dont know why though but i do,4,fear
11264,i feel really stressed out,0,sadness
11265,i like this photo of myself because i feel that i look more elegant in indian clothes,1,joy
11266,i want to thank you for making me feel a little more accepted,1,joy
11267,i feel stupid typing that,0,sadness
11268,i was wide awake and miserable at am still feeling like crap when i got a very pleasant surprise,1,joy
11269,i feel like one of those dirty confidential intermediaries that i so dislike,0,sadness
11270,i am feeling especially irritated,3,anger
11271,i feel much more relaxed this year said jane pollicino who came to ground zero tuesday morning to mourn her husband who was killed at the trade center,1,joy
11272,i think i used to overeat i mean one reason anyway was because i wanted to make sure i didn t feel deprived later,0,sadness
11273,i just want to stop feeling so shitty i feel terrible and horrid and eurgh,0,sadness
11274,i need her and offers valuable constructive advice when i feel unsure or negative about my writing,4,fear
11275,ive survived thanksgiving scouts birthday and preparation for the pinewood derby im feeling pretty good,1,joy
11276,i lock mine with a long lifeline and loop to a cleat or piling and take my gas line and if i m feeling especially paranoid the spark plug too covering the hole with duct tape,4,fear
11277,i have cried in my loneliness and smoked because i felt like i had something that made me feel accepted no matter what and also made me not care about what wasn t family spouse and children,1,joy
11278,i feel very envious,3,anger
11279,i got up feeling all lively since the sun is extra bright today,1,joy
11280,i am feeling quite well this morning,1,joy
11281,i am feeling overwhelmed by god s grace,4,fear
11282,i eat and feel satisfied,1,joy
11283,i don t have a gigantic fabric stash so each piece feels very precious to me,1,joy
11284,i feel complacent in my life,1,joy
11285,im feeling very generous i bought a gift for a too,1,joy
11286,i feel like this i can look into that sweet face and remember that im supposed to love you,1,joy
11287,i would also change the floor to a more pleasant feeling and dog friendly flooring,1,joy
11288,i just feel disillusioned,0,sadness
11289,i left feeling pretty chuffed with my finds,1,joy
11290,i always feel very threatened by her when it comes to guys cox you no she gets a lot of contact with the guys i like like my first and bf,4,fear
11291,i hardly feel they have any wow factor at all until i saw how stunned liv was at the entire concept,5,surprise
11292,i don t know but i enjoy watching movies where pain transcends on me like i can feel my heart aching or i can cry a pail of tears,0,sadness
11293,i feel about puppy mills puppy mills are run by greedy people who do not care about the quality of life for animals,3,anger
11294,i would not accept his love fully feeling of being damaged,0,sadness
11295,i say i wish shed found out the whole score its more because i feel sad at the idea of her finishing up different from me and tommy,0,sadness
11296,i do feel a bit delighted,1,joy
11297,im so excited but feeling kind of shy about it smile,4,fear
11298,i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,4,fear
11299,im feeling selfish right now because i want that time back,3,anger
11300,i occasionally find myself feeling desiring the room and time to distill and slowly mull over consider and explore the rich complexities that surround the foggy notion that there is an objective definitive knowledge of tantric buddhism,1,joy
11301,i feel less intimidated with her here to help,4,fear
11302,i did or i did not doesnt matter any more because i am starting to feel assured of who i am now and have made peace with why i lied in the past,1,joy
11303,i have to loathe myself or even allow myself to feel damaged long term,0,sadness
11304,i feel so uncertain about the decade ahead,4,fear
11305,i feel like ive missed the boat,0,sadness
11306,i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,1,joy
11307,i feel that someone is trying to pry out of my hands something that is very precious to me,1,joy
11308,i will feel somehow punished so she holds me as much as possible when she puts the baby down,0,sadness
11309,im feeling too stressed doing homework that i dont feel like going out,0,sadness
11310,i feel reassured that the world is the world i remember,1,joy
11311,i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,0,sadness
11312,im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,1,joy
11313,i long for this its a need i feel is all of this in vain,0,sadness
11314,i finally feel excited to continue to try to lose some weight,1,joy
11315,i feel that some violent natures are generic,3,anger
11316,i feel shy to him all the time,4,fear
11317,i feel safe knowing that the things and people around me are there and will stay there,1,joy
11318,i do feel his role is as vital as mine and i like feeling that way about our family dynamic,1,joy
11319,i immediately related to feeling curious about everything,5,surprise
11320,im left feeling convinced this is another relationship that is damaged and it was one of only a handful remaining that i had trust in,1,joy
11321,i started this off feeling a little melancholy but i think the holy spirit must have come in and given me a hand because i feel like now i understand my situation better than i did half an hour ago,0,sadness
11322,i feel fucking fantastic and wanted to share the news with you,1,joy
11323,i can t believe that someone would feel that this is socially acceptable or even remotely ok,1,joy
11324,ive told friends and fellow fans i feel like weve all been partaking in a delicious feast these last seasons and now were about to get that last really fine meal,1,joy
11325,i feel a litte shaken up by this point,4,fear
11326,i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,4,fear
11327,i feel jolly,1,joy
11328,i was feeling unhappy with my work i joined in with the carping,0,sadness
11329,i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,0,sadness
11330,i feel like someone who really should learn not to stress out because we live in an ultimately benign universe,1,joy
11331,i can t even stand this feeling because i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,1,joy
11332,i feel so proud and blessed to be carrying this baby,1,joy
11333,i used to want to get married so i feel a little heartbroken,0,sadness
11334,i will probably never feel bouncy so feel free to remove that emotion from my selection,1,joy
11335,i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,1,joy
11336,i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,4,fear
11337,i feel so emotional when i saw those touch flusher but the position is still on the back when youre in seated position,0,sadness
11338,i had been feeling rather unhappy lately because id been feeling left out of groups friends,0,sadness
11339,i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,0,sadness
11340,im going through some feels today and ive got to admit theyre pretty unpleasant,0,sadness
11341,i just feel so ugly,0,sadness
11342,i feel like i tend be more passionate about things that are less popular to talk about,1,joy
11343,i have a feeling i was one of that idiotic childish trumpeters he was talking about luh,0,sadness
11344,i also think its because im so afraid of feeling victimized again,0,sadness
11345,i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,0,sadness
11346,i was in a car accident just me not the kids its left me feeling quite vulnerable,4,fear
11347,i cant help but also feel incredibly lucky over how it all went down and the community around us,1,joy
11348,im feeling generous lately spirit of after christmas maybe,1,joy
11349,i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,4,fear
11350,i am feeling rather thrilled,1,joy
11351,i was feeling quite broke,0,sadness
11352,i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,3,anger
11353,i feel im being punished for not being able to do my dailies,0,sadness
11354,i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,1,joy
11355,i feel gutted now i am joyful and at the same time enraged,1,joy
11356,i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks,0,sadness
11357,id been struggling with feeling highly irritable toward my husband,3,anger
11358,i feel like i get my money s worth because i m getting a delicious artisan cocktail in return,1,joy
11359,id like to think i could live happily away from home but i know id definitely feel homesick id miss my friends and our fun outings the most,0,sadness
11360,i am not feeling fabulous i can now speak,1,joy
11361,i feel agitated and simply irritated,3,anger
11362,ill mention i listed because they make also some kind feelings like those five or i only like them and ive good memories from those songs,1,joy
11363,i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,4,fear
11364,i feel resolved some nights i accidentally break down and cry,1,joy
11365,im trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,5,surprise
11366,i feel completely groggy this morning,0,sadness
11367,i feel grief for the families of those who were caught in this tragic incident,0,sadness
11368,i love about my job i still feel dissatisfied,3,anger
11369,i am feeling afraid cos he isnt answering me again,4,fear
11370,i wont feel so damn idiotic,0,sadness
11371,i enjoy feedback and love comments on my posts so please do not feel afraid,4,fear
11372,i am here to update my blog just found out that my blog looks feels dull when there are no updates,0,sadness
11373,i feel that i have so much to do to make a positive impact on this world we live in,1,joy
11374,i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,4,fear
11375,i think i was right to feel insulted,3,anger
11376,i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,1,joy
11377,i just got home from a dinner with the barcial it was fun but it made feel so gloomy,0,sadness
11378,i feeling more determined than ever to really nail this race,1,joy
11379,im feeling quite pathetic and miserable actually,0,sadness
11380,i have thankful for being able to feel thankful after getting through hardship,1,joy
11381,i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,0,sadness
11382,i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,3,anger
11383,ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,4,fear
11384,i am feeling really quite disheartened,0,sadness
11385,i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time,1,joy
11386,i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,3,anger
11387,i am living with my dad and his wife in his new home and i feel very unwelcome here,0,sadness
11388,i feel really despised i haven t told them yet but it s really awful feeling so segregated,3,anger
11389,i feel really nervous about losing it i print the file out on to paper as a final security,4,fear
11390,i needed to know i mattered that my feelings were important and that i mattered enough to be pursued and cherished and protected,1,joy
11391,i feel i am kinda pissed off,3,anger
11392,im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,1,joy
11393,i feel ungrateful by saying this because the school is still letting me go to prom,0,sadness
11394,i would not feel hesitant in using the medical system again if needed,4,fear
11395,i get in bed and feel thankful that i made it through one more day but then i have to get up and do it again,1,joy
11396,i am inferior to them then i feel as i did as a child who was not respected not listened to and not allowed to have an opinion,1,joy
11397,i have to admit ive been feeling kinda homesick these past couple of days,0,sadness
11398,i felt like earlier this year i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest,0,sadness
11399,i feeling humiliated,0,sadness
11400,i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,0,sadness
11401,i still feel a little shitty right now as i type this,0,sadness
11402,i could only feel this relaxed all the time,1,joy
11403,when i was attacked by a teenage boy and had my wallet stolen,4,fear
11404,i had a trainer i dont think i ever weighed as little as i do now so im feeling pretty excited,1,joy
11405,i was feeling pretty rotten,0,sadness
11406,ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,3,anger
11407,i feel like a little giggly schoolgirl but its all in fun,1,joy
11408,i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,0,sadness
11409,i wish gervase would have piped down so id feel a little less vulnerable right now,4,fear
11410,i am feeling genuinely proud of myself,1,joy
11411,i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,1,joy
11412,i will stop feeling heartbroken when i see my unfollows,0,sadness
11413,i already am but i dont know if cashier work is for me i am hoping that after a while i might ask to get transferred to stocking an area i feel more contented in,1,joy
11414,i don t like feeling that my family damaged me in some way even though they didn t mean it,0,sadness
11415,i feel very honoured to be a part of her blogger collaboration series on whats in my handbag,1,joy
11416,i feel amazing after every thrift trip i got on and to have some many in a small amount of time if my idea of bliss once i am earning again i will re claim my crown of thrift princess,5,surprise
11417,ill feel terrible in the end i dont know why i chose to continue being the shoulder for people to cry on or the one reliable person they can always turn to,0,sadness
11418,im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,0,sadness
11419,i understood somewhere in my heart his feeling of decite and abandonment of all hope for ever trusting me again,1,joy
11420,i have a feeling she will sleep through the night more and be a little less agitated,4,fear
11421,i say to someone that i feel i have humiliated yeah well thats what you get,0,sadness
11422,i realised that this was no longer the truth it was merely the truth i remembered i began to feel disheartened,0,sadness
11423,i left the office feeling discouraged,0,sadness
11424,i want to write about this because i left campus feeling truly thankful to wesleyan for putting on the kind of event i never dreamed i d be able to attend after just a fairly short car ride,1,joy
11425,i feel sure it does,1,joy
11426,i feel terrified of the future,4,fear
11427,ive been feeling depressed anxious and unhappy,0,sadness
11428,i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,4,fear
11429,i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,0,sadness
11430,i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,1,joy
11431,i wish i could say that i got a feeling that everything is going to be perfect and painless but i didnt,1,joy
11432,i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,5,surprise
11433,i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,0,sadness
11434,i feel delighted to contact you,1,joy
11435,i feel like a totally horrible person but i really wish he was coming another weekend,0,sadness
11436,i feel greedy with my thoughts and it is a relief to let them linger,3,anger
11437,im feeling generous im going to share them on my blog too,1,joy
11438,i feel like i have been a bit obnoxious in my picture posting,3,anger
11439,i feel relieved and excited that someone else feels the same way that i do,1,joy
11440,i feel irritated by everything,3,anger
11441,i feel groggy this morning,0,sadness
11442,i feel somewhat hopeless and pitiful,0,sadness
11443,im feeling queezy and cant be bothered putting these in order so here goes,3,anger
11444,im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,1,joy
11445,im feeling rather disheartened,0,sadness
11446,i feel so helpless i have no one to talk to,0,sadness
11447,i feel so hesitant about contacting him,4,fear
11448,i feel so resentful at the sun for chasing me into the house most of the day,3,anger
11449,i was feeling doubtful and sad about the relationship i have with this man,4,fear
11450,i suppose that is enough of a statement for those who might feel as i do about his contribution to the unfortunate attitude and rhetoric of conservative christian america,0,sadness
11451,i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,4,fear
11452,im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,1,joy
11453,i just cant help it from feeling so insecure,4,fear
11454,i feel like if she isnt happy then no one is,1,joy
11455,i feel like im the mad hatter rather than alice,3,anger
11456,i am feeling very eager for what my darling has in store for us,1,joy
11457,i feel like it s boring,0,sadness
11458,i feel shocked his words very pure very self,5,surprise
11459,i feel genuinely wronged,3,anger
11460,i hated feeling inadequate to meet their needs,0,sadness
11461,ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,0,sadness
11462,i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,4,fear
11463,i do feel a little confused about my reproductive future do i want another baby deep down,4,fear
11464,i am feeling and the ibs symptoms that have resolved,1,joy
11465,im feeling plunge us into a world of melancholy and love,0,sadness
11466,i feel alone and abandoned i believe i am alone and abandoned,0,sadness
11467,i feel like im waiting for her to get heartbroken all over again,0,sadness
11468,i feel more positive today,1,joy
11469,i have never met in real life but feel super bonded to through crisis pregnancies and genius children and my new friend sara at a href http everybitterthingissweet,1,joy
11470,i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,5,surprise
11471,i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,3,anger
11472,i dont like the way i feel when i am angry,3,anger
11473,i feel a bit pissed off because we went first,3,anger
11474,i herself wearing some of the items and they make me feel optimistic,1,joy
11475,i don t feel dissatisfied just distracted from my life,3,anger
11476,i have hated feeling useless and ineffective,0,sadness
11477,i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,0,sadness
11478,i feel safe and happy when the house is clean,1,joy
11479,i feel honored she is a legend i admire her although i dont see the similarities between us,1,joy
11480,i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,1,joy
11481,i am gonna feel lousy i might as well feel lousy while i am doing something,0,sadness
11482,i look at him i feel disgusted and some what annoyed by his actions,3,anger
11483,i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,1,joy
11484,i must not lie radio actually makes you feel wonderful,1,joy
11485,i i just feel so self content,1,joy
11486,im finally feeling comfortable in my own skin,1,joy
11487,i just like women you also feel this is his truthful straightforwardness flash personality,1,joy
11488,i feel pretty successful with that but theres still something in me that says you can do more,1,joy
11489,i was actually feeling quite smart i was understanding the questions without even having to do the readings,1,joy
11490,i am feeling pressured and backed into a corner,4,fear
11491,i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,1,joy
11492,i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,1,joy
11493,i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,1,joy
11494,i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right,1,joy
11495,i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,4,fear
11496,i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,0,sadness
11497,i always feel privileged to see a jay,1,joy
11498,i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,1,joy
11499,i feel like i am one of them now before i resigned i got offered a job at the local council,0,sadness
11500,im a bit afraid the cookie is what is making me feel not so fantastic,1,joy
11501,i feel as if i havent been very productive over the past six months,1,joy
11502,i felt ok about not feeling ok,1,joy
11503,i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,3,anger
11504,i feel a mix of emotions lonely sad insecure angry,0,sadness
11505,i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,1,joy
11506,i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,4,fear
11507,i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,1,joy
11508,i feel deprived of any intimacy at all,0,sadness
11509,i feel so mush freeer and less repressed,0,sadness
11510,i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,1,joy
11511,i would say that when they start they will feel really intimidated by the code and how vast everything is,4,fear
11512,i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,3,anger
11513,at school,3,anger
11514,i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,1,joy
11515,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,3,anger
11516,i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,1,joy
11517,i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,1,joy
11518,im feeling generous with my words,1,joy
11519,i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,1,joy
11520,i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,1,joy
11521,i know the feeling of plans disturbed schedules disrupted,0,sadness
11522,i have that feeling but idol anime is pretty popular so it could be anything,1,joy
11523,i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,1,joy
11524,i know i did and im still feeling the effects of rich dinners and sweet treats,1,joy
11525,i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,1,joy
11526,i feel like i should see it through to the bitter end so thats what im going to do,3,anger
11527,i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,1,joy
11528,i feel so weird about it,5,surprise
11529,i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,0,sadness
11530,i thought it d be and i got full marks on the questions which makes me feel quite clever,1,joy
11531,im not a huge history buff but i do feel emotional when i think of my great uncle,0,sadness
11532,i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,3,anger
11533,i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,3,anger
11534,i saw a gain on the scale this morning which didn t surprise me but it did make me feel pretty lousy a lot of it is water weight and disgestive issues which will pass but i need to put some work in to push on now months till christmas did i hear you say,0,sadness
11535,i feel positively ashamed when i look out of the window and see the state of things,0,sadness
11536,im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,0,sadness
11537,i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,3,anger
11538,i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,3,anger
11539,i spent so much of this year waiting for these summer moments and it feels like i ve resigned summer to a certain extent just waiting to get on with life and start a new chapter in st paul,0,sadness
11540,i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,0,sadness
11541,i feel shes just more talented than i am,1,joy
11542,i almost always feel awkward,0,sadness
11543,i feel like my trust is being abused the less i feel like theres a future for us,0,sadness
11544,i feel like such a vital part of the branch as a missionary and its a lot different in a big ward,1,joy
11545,i cant help but wonder if the other mom i walked with felt the same way i was feeling as she watched her sweet girls with my isaac,1,joy
11546,i feel nervous but hes in control pretty soon,4,fear
11547,i feel like submitting this to the palcebowhores community i remain amused,1,joy
11548,i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,1,joy
11549,i feel less comfortable in some parts of the blogosphere than i do in real life,1,joy
11550,i am feeling doubtful confused lost and what not,4,fear
11551,i feel like i m living in a strange world my wife s paternal grandmother often said,5,surprise
11552,i feel hopeless to cure their disorders i can remember that i am working with human beings with feelings and fears just like me,0,sadness
11553,ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,0,sadness
11554,i have to give notice to those involved that such will be a regular feature until i gain what i feel are sincere and rational responses to my enquiries particularly as i will be notifying shadow ministers of the outcome,1,joy
11555,i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,4,fear
11556,i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,4,fear
11557,i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,1,joy
11558,i feel that all my ducks are in a row and i can actually rest assured and assuredly rest that i have everything in as good an order as i can possibly make it,1,joy
11559,i don t like to feel embarrassed when my kids watch it,0,sadness
11560,im feeling less fearful today ptl,4,fear
11561,i feel welcomed and times id just really walk away because i feel as if they dont want me there,1,joy
11562,i love to sew cook and also dabble in mixed media art when i feel like getting messy,0,sadness
11563,i feel as though this was a project we missed in february or last years february,0,sadness
11564,im feeling especially lonely,0,sadness
11565,i started to feel alarmed the voices were so noisy that i actually couldnt listen to my own thoughts,4,fear
11566,i just have to feel threatened to be reminded that i will be saved,4,fear
11567,i personally feel that i did this crime should be punished pubicly whether he belong to any caste creed color any elite or mogul group,0,sadness
11568,i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,5,surprise
11569,i don t feel depressed because i m missing out on all my american traditions or commodities,0,sadness
11570,i have developed my commercial property skills and knowledge significantly and feel a lot more confident in my work,1,joy
11571,i feel a lot of this almost every day and it does hurt so this blog is very timely,0,sadness
11572,i am too fragile to feel too vulnerable of pain and too easy for tears,4,fear
11573,i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them,1,joy
11574,im siting on the couch feeling like i should be doing something productive but im not sure what,1,joy
11575,i got tacos because i wasnt feeling too adventurous,1,joy
11576,i think of who i have left to teach me about myself and i feel a little frightened at the thought that my family changes and moves away from some of the very things i need to know about in order to feel complete,4,fear
11577,i feel like im assaulted by constant flakiness,4,fear
11578,i listen although i don t feel very brave about it feeling skeptical about its possibilities here,1,joy
11579,i think that s how our materialist friends feel when they hear the term intelligent design,1,joy
11580,i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,3,anger
11581,i got that straight i realized that i was dealing with someone who was feeling insecure,4,fear
11582,i feel guilty sitting down during this concert because he s working so hard,0,sadness
11583,im not sure why but i have been feeling really lethargic lately,0,sadness
11584,i feel the love for anyone who is properly appreciative of patrick and,1,joy
11585,i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,3,anger
11586,i feel paranoid thinking about it just looking out the window and feeling my insomnia creep up on me,4,fear
11587,i can cry and feel bad without an explanation at all,0,sadness
11588,im feeling a bit pathetic today i cant stop crying,0,sadness
11589,i feel foolish amazed and yet i feel foolish a href http dkang,0,sadness
11590,i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,0,sadness
11591,i feel getting or gifting a life time subscription is vital,1,joy
11592,i do and love so much i realized that ive simply been cooking and posting recipes because i feel like i have to for content not because i have a story,1,joy
11593,i left the gym this sunday morning feeling invigorated,1,joy
11594,i can still feel my legs and they get so cold,3,anger
11595,i am jealous of andreas growing belly and the movements she can already feel i am envious of her state,3,anger
11596,i am tired of feeling that we have to buy buy buy to make the holidays seem special,1,joy
11597,i feel ignored annotation title google bookmark img src http thequeenbuzz,0,sadness
11598,i finally have access to the website on our development site and am in absolute rapture and delight over how it looks feels and even functions and amazed that my baby has finally arrived,5,surprise
11599,i stick to my values i feel like i broke my promise,0,sadness
11600,i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,3,anger
11601,i love this feeling i feel that despite this rain despite the gloomy sky i am feeling good and im feeling fine,0,sadness
11602,i feel like it would make the startled person laugh and think it would be a nice eid gift,4,fear
11603,i cherish the heartbreak more then the love that i lost perfectly sums up the feeling of tragic heart break which is pretty obvious by the songs title,0,sadness
11604,i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,3,anger
11605,i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,3,anger
11606,i am the only one feeling unhappy,0,sadness
11607,ive had a change in medication and am feeling productive lately so lets see how this goes shall we,1,joy
11608,im puzzled because i have been feeling him wiggle very low in my pelvis and feeling bumps and thumps at the very top of my stomach like the very top,0,sadness
11609,i am extremely blessed and have a wonderful life but i am often guilty of feeling envious and upset when someone has more blessings special recognition or appears to have it better than i do,3,anger
11610,i don t feel as smart or impressive,1,joy
11611,i started feeling ugly and started all over again,0,sadness
11612,i feel its a pathetic way to get sympathy,0,sadness
11613,i think ive been feeling sentimental recently too,0,sadness
11614,i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,3,anger
11615,i feel relieved get a job but i cant lie i feel my free time will be lost slowly then ill work in whole day,1,joy
11616,i feel vulnerable yet extraordinarily liberated,4,fear
11617,i was feeling brave so continued and it wasnt me that couldnt stand up,1,joy
11618,i feel violent and crazy and i feel myself slowly losing patience,3,anger
